pub_rep,researcher,title_paper,listed_species,year,listed_sp_stage,prey_diet_item,prey_diet_binomial,prey_sp_stage,method,prey_ecosystem,prey_phylum,prey_class,prey_functional_group,prey_provenance,method_simple_1,method_simple_2
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,blue-thimble-flower,Gilia capitata,leaf tissue,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,broomweed,Gutierrezia sarothrae,leaf tissue,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,convergent lady beetle,Hippodamia convergens,unreported,fecal pellets,terrestrial,invertebrate,insecta,insectivore,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,chicken of the woods,Laetiporus gilbertsonii ,unreported,fecal pellets,terrestrial,fungi,agaricomycetes,decomposer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,common tidy-tips,Layia platyglossa,seeds,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,arizona lupine,Lupinus arizonicus,leaf tissue,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,water jacket,Lycium andersonii,leaf tissue,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,water jacket,Lycium andersonii,seeds,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,desert dandelion,Malacothrix glabrata,unreported,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,california evening primrose,Oenothera californica,leaf tissue,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,alkali bluegrass,Poa secunda,seeds,fecal pellets,terrestrial,plant,liliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,desert globemallow,Sphaeralcea ambigua,leaf tissue,fecal pellets,terrestrial,plant,magnoliopsida,producer,native,fecal pellets,none
24,jb,Diet of the San Joaquin Antelope Squirrel in the Southern Portion of Its Range,Ammospermophilus nelsoni,2019,NA,botta's pocket gopher,Thomomys bottae,adult,fecal pellets,terrestrial,vertebrate,mammalia,herbivore,native,fecal pellets,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,lark bunting,Calamospiza melanocorys,unreported,prey remains,terrestrial,vertebrate,aves,insectivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,scaled quail,Callipepla squamata,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,Ord's kangaroo rat,Dipodomys ordii,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,horned lark,Eremophila alpetris,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,Texas horned lizard,Phrynosoma cornutum,unreported,prey remains,terrestrial,vertebrate,reptilia,insectivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,eastern fence lizard,Sceloporus undulatus,unreported,prey remains,terrestrial,vertebrate,reptilia,insectivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,western meadowlark,Sturnella neglecta,unreported,prey remains,terrestrial,vertebrate,aves,insectivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,desert cottontail,Sylvilagus audubonii,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,western terrestrial garter snake,Thamnopsis elegans,unreported,prey remains,terrestrial,vertebrate,reptilia,carnivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,botta's pocket gopher,Thomomys bottae,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,spotted ground squirrel,Xerospermophilus spilosoma,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
25,jb,"Productivity, Food Habits and Behavior of Swainson's Hawks Breeding in Southeast Colorado",Buteo swainsoni,1995,juvenile,mourning dove,Zenaida macroura,unreported,prey remains,terrestrial,vertebrate,aves,granivore,native,prey remains,none
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,house sparrow,Passer domesticus,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,introduced,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,gray partridge,Perdix perdix,unreported,"prey remains, castings",terrestrial,vertebrate,aves,granivore,introduced,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,ring-necked pheasant,Phasianus colchicus,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,introduced,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,california vole,Microtus californicus,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,deermouse,Peromyscus maniculatus,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,omnivore,native,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,gopher snake,Pituophis melanoleucus,unreported,"prey remains, castings",terrestrial,vertebrate,reptilia,carnivore,native,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,northern pocket gopher,Thomomys talpoides,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
26,jb,Effects of Vegetative Cover on Foraging Site Selection by Swainson's Hawk,Buteo swainsoni,1982,juvenile,columbian ground squirrel,Urocitellus columbianus,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,house sparrow,Passer domesticus,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,introduced,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,gray partridge,Perdix perdix,unreported,"prey remains, castings",terrestrial,vertebrate,aves,granivore,introduced,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,ring-necked pheasant,Phasianus colchicus,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,introduced,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,european starling,Sturnus vulgaris,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,introduced,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,short-eared owl,Asio flammeus,unreported,"prey remains, castings",terrestrial,vertebrate,aves,carnivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,horned lark,Eremophila alpetris,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,devastating grasshopper,Melanoplus devastator,unreported,"prey remains, castings",terrestrial,invertebrate,insecta,herbivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,mountain vole,Microtus montanus,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,long-tailed weasel,Neogale frenata,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,carnivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,deermouse,Peromyscus maniculatus,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,omnivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,black-billed magpie,Pica hudsonia,unreported,"prey remains, castings",terrestrial,vertebrate,aves,omnivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,gopher snake,Pituophis melanoleucus,unreported,"prey remains, castings",terrestrial,vertebrate,reptilia,carnivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,western meadowlark,Sturnella neglecta,unreported,"prey remains, castings",terrestrial,vertebrate,aves,insectivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,desert cottontail,Sylvilagus audubonii,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,northern pocket gopher,Thomomys talpoides,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
27,jb,Food Supply and the Occurrence of Brood Reduction in Swainson's Hawk,Buteo swainsoni,1983,juvenile,columbian ground squirrel,Urocitellus columbianus,unreported,"prey remains, castings",terrestrial,vertebrate,mammalia,herbivore,native,prey remains,castings
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,great plains toad,Anaxyrus cognatus,unreported,video,terrestrial,vertebrate,reptilia,insectivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,california slender salamander,Batrachoseps attenuatus,unreported,video,terrestrial,vertebrate,amphibia,invertivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,scaled quail,Callipepla squamata,unreported,video,terrestrial,vertebrate,aves,omnivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,northern bobwhite,Colinus virginanus,unreported,video,terrestrial,vertebrate,aves,omnivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,black-tailed prairie dog,Cynomys ludovicianus,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,banner-tailed kangaroo rat,Dipodomy spectabilis,unreported,video,terrestrial,vertebrate,mammalia,granivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,Ord's kangaroo rat,Dipodomys ordii,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,black-tailed jackrabbit,Lepus californicus,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,souther plains woodrat,Neotoma micropus,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,Texas horned lizard,Phrynosoma cornutum,unreported,video,terrestrial,vertebrate,reptilia,insectivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,bull snake,Pituophis catenifer,unreported,video,terrestrial,vertebrate,reptilia,carnivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,great plains skink,Plestiodon obsoletus,unreported,video,terrestrial,vertebrate,reptilia,invertivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,hispid cotton rat,Sigmodon hispidus,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,desert cottontail,Sylvilagus audubonii,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,botta's pocket gopher,Thomomys bottae,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,common side-blotched lizard,Uta stansburiana,unreported,video,terrestrial,vertebrate,reptilia,invertivore,native,video,none
28,jb,Prey Use by Swainson's Hawks in the Lesser Prairie-Chicken Range of the Southern High Plains of Texas,Buteo swainsoni,2010,juvenile,spotted ground squirrel,Xerospermophilus spilosoma,unreported,video,terrestrial,vertebrate,mammalia,herbivore,native,video,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,gray partridge,Perdix perdix,unreported,observation,terrestrial,vertebrate,aves,granivore,introduced,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,ring-necked pheasant,Phasianus colchicus,unreported,observation,terrestrial,vertebrate,aves,omnivore,introduced,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,european starling,Sturnus vulgaris,unreported,observation,terrestrial,vertebrate,aves,omnivore,introduced,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,european starling,Sturnus vulgaris,unreported,observation,terrestrial,vertebrate,aves,omnivore,introduced,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,mallard,Anas platyrhynchos,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,western toad,Anaxyrus boreas,unreported,observation,terrestrial,vertebrate,amphibia,invertivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,shield-back katydid,Apote notabilis,unreported,observation,terrestrial,invertebrate,insecta,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,shield-back katydid,Apote notabilis,unreported,observation,terrestrial,invertebrate,insecta,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,california sulphur-winged grasshopper,Arphia behrensi,unreported,observation,terrestrial,invertebrate,insecta,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,california sulphur-winged grasshopper,Arphia behrensi,unreported,observation,terrestrial,invertebrate,insecta,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,bell's sparrow,Artemisiospiza belli,unreported,observation,terrestrial,vertebrate,aves,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,raspy cricket,Camptonotus carolinensis,unreported,observation,terrestrial,invertebrate,insecta,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,black and white click beetle,Chalcolepidius webbi,unreported,observation,terrestrial,invertebrate,insecta,insectivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,tiger beetle,Cicindela willistoni,unreported,observation,terrestrial,invertebrate,insecta,insectivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,western yellow-bellied racer,Coluber constrictor,unreported,observation,terrestrial,vertebrate,reptilia,carnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,Ord's kangaroo rat,Dipodomys ordii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,desert stink beetle,Eleodes acuticauda,unreported,observation,terrestrial,invertebrate,insecta,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,desert stink beetle,Eleodes acuticauda,unreported,observation,terrestrial,invertebrate,insecta,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,horned lark,Eremophila alpetris,unreported,observation,terrestrial,vertebrate,aves,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,ring-billed gull,Larus delawarensis,unreported,observation,terrestrial,vertebrate,aves,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,ring-billed gull,Larus delawarensis,unreported,observation,terrestrial,vertebrate,aves,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,black-tailed jackrabbit,Lepus californicus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,black-tailed jackrabbit,Lepus californicus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,black-tailed jackrabbit,Lepus californicus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,striped whipsnake,Masticophis taeniatus,unreported,observation,terrestrial,vertebrate,reptilia,carnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,california vole,Microtus californicus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,long-billed curlew,Numenius americanus,unreported,observation,terrestrial,vertebrate,aves,invertivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,little bear beetle,Paracotalpa granicollis,unreported,observation,terrestrial,invertebrate,insecta,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,great basin pocket mouse,Perognathus parvus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,great basin pocket mouse,Perognathus parvus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,deermouse,Peromyscus maniculatus,unreported,observation,terrestrial,vertebrate,mammalia,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,deermouse,Peromyscus maniculatus,unreported,observation,terrestrial,vertebrate,mammalia,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,deermouse,Peromyscus maniculatus,unreported,observation,terrestrial,vertebrate,mammalia,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,short-horned lizard,Phrynosoma douglasii,unreported,observation,terrestrial,vertebrate,reptilia,insectivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,black-billed magpie,Pica hudsonia,unreported,observation,terrestrial,vertebrate,aves,omnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,gopher snake,Pituophis melanoleucus,unreported,observation,terrestrial,vertebrate,reptilia,carnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,gopher snake,Pituophis melanoleucus,unreported,observation,terrestrial,vertebrate,reptilia,carnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,ten-lined june beetle,Polyphylla decemlineata,unreported,observation,terrestrial,invertebrate,insecta,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,sagebrush lizard,Sceloporus graciosus,unreported,observation,terrestrial,vertebrate,reptilia,insectivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,vagrant grasshopper,Schistocerca nitens,unreported,observation,terrestrial,invertebrate,insecta,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,western meadowlark,Sturnella neglecta,unreported,observation,terrestrial,vertebrate,aves,insectivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,western meadowlark,Sturnella neglecta,unreported,observation,terrestrial,vertebrate,aves,insectivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,desert cottontail,Sylvilagus audubonii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,nuttal cottontail,Sylvilagus nuttallii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,nuttal cottontail,Sylvilagus nuttallii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,common garter snake,Thamnophis sirtalis,unreported,observation,terrestrial,vertebrate,reptilia,carnivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,northern pocket gopher,Thomomys talpoides,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,northern pocket gopher,Thomomys talpoides,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,columbian ground squirrel,Urocitellus columbianus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,townsend ground squirrel,Urocitellus townsendii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,townsend ground squirrel,Urocitellus townsendii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,western yellow-bellied racer,Coluber constrictor,unreported,photos,terrestrial,vertebrate,reptilia,carnivore,native,photos,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,horned lark,Eremophila alpetris,unreported,photos,terrestrial,vertebrate,aves,omnivore,native,photos,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,black-tailed jackrabbit,Lepus californicus,unreported,photos,terrestrial,vertebrate,mammalia,herbivore,native,photos,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,great basin pocket mouse,Perognathus parvus,unreported,photos,terrestrial,vertebrate,mammalia,herbivore,native,photos,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,gopher snake,Pituophis melanoleucus,unreported,photos,terrestrial,vertebrate,reptilia,carnivore,native,photos,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,nuttal cottontail,Sylvilagus nuttallii,unreported,photos,terrestrial,vertebrate,mammalia,herbivore,native,photos,none
29,jb,Behavioral Ecology of the Swainson's Hawk (Report) ,Buteo swainsoni,1978,juvenile,townsend ground squirrel,Urocitellus townsendii,unreported,photos,terrestrial,vertebrate,mammalia,herbivore,native,photos,none
